Jugador,market_value_pred
Joakim Mæhle,27709110.75177332
Kamil Grabara,12668307.486634055
Anton Stach,47628851.19569171
Andreas Skov Olsen,26604159.13925107
Anton Stach,13249319.554381488
Joakim Mæhle,18725513.219421774
Andreas Skov Olsen,10348608.060500436
Jens Stage,11480642.746986566
Rasmus Kristensen,15772305.429892724
Kamil Grabara,19893602.899255496
Elif Elmas,1453152.9507810995
Rasmus Kristensen,-5331702.669584937
Anton Stach,15948658.802875053
Kamil Grabara,15523012.000950743
Andreas Skov Olsen,30143314.983065106
Kamil Grabara,11919549.10723648
Joakim Mæhle,16970223.66618392
Kamil Grabara,11718385.292526204
Anton Stach,13679263.492147427
Joakim Mæhle,53731678.344595745
Jens Stage,64294342.76433022
Elif Elmas,19437170.39671364
Joakim Mæhle,1749930.5681013819
Kamil Grabara,12959749.984621333
Kamil Grabara,13829129.48987002
Rasmus Kristensen,23511939.166602004
Jens Stage,17172028.036225725
Anton Stach,23578214.471681524
Joakim Mæhle,13226262.755008519
Kamil Grabara,20475001.474153418
Joakim Mæhle,-2996172.6496710554
Kamil Grabara,15873787.933053846
Joakim Mæhle,16791990.87448536
Anton Stach,24496528.524156496
Joakim Mæhle,12207737.888567269
Kamil Grabara,5157388.468111837
Kamil Grabara,13401100.699925875
Jens Stage,37873059.846414365
Anton Stach,29317363.376792505
Joakim Mæhle,10650894.172515508
Kamil Grabara,11448159.361921793
Andreas Skov Olsen,15441869.099366708
Rasmus Kristensen,33670362.03326845
Kamil Grabara,23271484.609255828
Jens Stage,36255806.254796326
Anton Stach,10578519.055181311
Jens Stage,10349816.201267503
Rasmus Kristensen,22915216.421034783
Andreas Skov Olsen,13480439.105433661
Joakim Mæhle,9733328.534390355
Rasmus Kristensen,23618737.96075929
Joakim Mæhle,13284584.551879302
Rasmus Kristensen,17716479.65016659
Joakim Mæhle,18734949.583308667
Andreas Skov Olsen,23461998.807360917
Andreas Skov Olsen,6893405.935902323
Jens Stage,14975720.413799897
Rasmus Kristensen,25821051.48082033
Jens Stage,15887337.944395926
Anton Stach,13661931.083184248
Rasmus Kristensen,35180396.60168885
Anton Stach,27596190.641844273
Jens Stage,19754746.17821686
Anton Stach,23621024.454086505
Jens Stage,17589716.66870936
Anton Stach,15012207.93796883
Anton Stach,28012538.13040123
Rasmus Kristensen,15090847.646054707
Kamil Grabara,12539101.38668982
Jens Stage,59861829.44695919
Rasmus Kristensen,8560367.33923966
Jens Stage,10496540.353616139
Rasmus Kristensen,21346361.307325825
Jens Stage,47339043.80654726
Rasmus Kristensen,17197519.88567887
Rasmus Kristensen,20406984.665345974
Kamil Grabara,13009700.098071963
Joakim Mæhle,5454778.62256727
Rasmus Kristensen,11653763.80325267
Anton Stach,19272962.289960142
Jens Stage,34100208.76320064
Jens Stage,34481940.72467825
Rasmus Kristensen,19331890.467924308
Anton Stach,31807779.458821867
Rasmus Kristensen,62808726.27009167
Andreas Skov Olsen,7101424.011993989
Anton Stach,29488903.409598984
Anton Stach,-2221385.041500129
Rasmus Kristensen,-6893120.640672533
Joakim Mæhle,16041284.471335936
Joakim Mæhle,24893967.72064091
Anton Stach,17088145.850579336
Rasmus Kristensen,2707051.6405673884
Anton Stach,38600448.22657199
Jens Stage,5165702.135543544
Andreas Skov Olsen,30150296.64690216
Jens Stage,53995086.11797573
Anton Stach,4308054.235317836
Anton Stach,9942541.916819049
Jens Stage,21330877.514245052
Joakim Mæhle,20446845.4220739
Rasmus Kristensen,15558109.833194539
Kamil Grabara,9591409.096416947
Jamal Musiala,25799895.590419386
Florian Wirtz,41968077.58339587
Florian Wirtz,52871937.56991161
Florian Wirtz,7239631.963543871
Jamal Musiala,49765164.210142225
Jamal Musiala,15171833.751065187
Florian Wirtz,8986677.650749773
Jamal Musiala,24644449.76748412
Jamal Musiala,38611140.143413395
Jamal Musiala,27128304.02200952
Florian Wirtz,64609807.24711331
Jamal Musiala,36363043.672305256
Florian Wirtz,65015052.093941204
Jamal Musiala,66936893.90469838
Florian Wirtz,38611870.95472585
Florian Wirtz,62409532.22774549
Jamal Musiala,24888780.288865782
Florian Wirtz,2585817.046408631
Florian Wirtz,-12584292.99949092
Florian Wirtz,97478585.70286125
Jamal Musiala,61290937.4725608
Jamal Musiala,91371618.35491282
Jamal Musiala,76925804.7969239
Jamal Musiala,68309373.06911248
Jamal Musiala,88134997.80971056
Florian Wirtz,48187807.65209826
Florian Wirtz,43387431.79668605
Florian Wirtz,39880028.84416104
Florian Wirtz,47472268.49091804
Jamal Musiala,33222639.241807114
Florian Wirtz,43051621.730531305
Florian Wirtz,72301480.45680743
Jamal Musiala,12066608.954443496
Florian Wirtz,33228096.705210727
Florian Wirtz,9740588.5269261
Jamal Musiala,642832.8596197888
Jamal Musiala,53927814.757006295
Florian Wirtz,49192307.91825315
Florian Wirtz,28956071.77863784
Florian Wirtz,3270171.6674222313
Jamal Musiala,11823872.402908694
Jamal Musiala,32231871.200350728
Florian Wirtz,2628365.9793576114
Florian Wirtz,37453335.313589156
Florian Wirtz,54319819.31671648
Jamal Musiala,27332257.10133962
Jamal Musiala,25151821.542547308
Jamal Musiala,18150437.254465684
Florian Wirtz,66831425.88200836
Florian Wirtz,53508689.263327606
Jamal Musiala,71081347.419752
Florian Wirtz,59073337.1075535
Jamal Musiala,56407981.29663794
Florian Wirtz,-517689.43930732086
Florian Wirtz,22219194.173406404
Florian Wirtz,53845445.95339868
Nathan Tella,514098.1806647107
El Bilal Toure,-4029072.56420134
Rocco Reitz,14467225.798328808
Chris Fuhrich,39705809.442637525
Nathan Tella,16835101.27329824
El Bilal Toure,9916119.61900422
Emi Buendia,1293670.1076222407
Nathan Tella,4821801.360529255
Chris Fuhrich,7554364.102676962
Benjamin Henrichs,7462469.848105043
Rocco Reitz,11347499.566459656
Chris Fuhrich,30739265.318495914
Chris Fuhrich,8795449.517134894
Nathan Tella,35638315.982840836
Emi Buendia,8049477.094798385
Ansgar Knauff,23874855.87401618
Emi Buendia,28594187.152753644
Nathan Tella,-7899763.4147727415
El Bilal Toure,37004619.452999
Benjamin Henrichs,17434397.381363317
Ansgar Knauff,21251816.8446954
Nathan Tella,-4041171.4181841575
Nathan Tella,3193283.699941406
Rocco Reitz,21267679.8574742
Chris Fuhrich,47694408.60106952
Ansgar Knauff,6912410.581827413
Benjamin Henrichs,11137929.08148252
Nathan Tella,-1685021.6818676852
Ansgar Knauff,16206068.051853405
Nathan Tella,7944248.3927387465
Patrick Wimmer,2287566.5494618444
Rocco Reitz,21843303.53783317
Emi Buendia,8259243.845202865
Jeanuel Belocian,-3233520.845597772
Rocco Reitz,17332602.01725097
Rocco Reitz,13343040.539834343
Patrick Wimmer,17719611.725398786
Emi Buendia,17461041.949255094
Patrick Wimmer,20720792.339602627
Benjamin Henrichs,29493423.149115562
Chris Fuhrich,24930396.81015201
Patrick Wimmer,29842041.10001673
Rocco Reitz,33393483.429011807
Rocco Reitz,48509974.73747683
Benjamin Henrichs,20876126.237971984
Chris Fuhrich,17550471.913357027
Ansgar Knauff,14286776.609773315
Patrick Wimmer,-4546836.846995661
Rocco Reitz,22658722.075658254
Nathan Tella,7387218.202005142
Patrick Wimmer,14779958.163878463
Ansgar Knauff,4391094.133742288
Benjamin Henrichs,17731487.83263152
Chris Fuhrich,28643542.347872388
El Bilal Toure,-460767.1449591704
Chris Fuhrich,34297288.75014301
Chris Fuhrich,8022926.292224415
Ansgar Knauff,-558892.351089811
Rocco Reitz,23828794.06792976
Benjamin Henrichs,12421173.75351353
Rocco Reitz,20619161.07107405
Patrick Wimmer,10791261.115343178
Nathan Tella,9594676.706864953
Chris Fuhrich,57214743.38556159
El Bilal Toure,20705642.571183514
Ansgar Knauff,23137033.295273215
Ansgar Knauff,-1561602.5072784014
Rocco Reitz,30956847.352480568
Nathan Tella,19136375.571528934
Chris Fuhrich,11600436.862562615
Patrick Wimmer,26650902.52441588
Nathan Tella,11295049.341344897
Patrick Wimmer,14360370.739756675
Ansgar Knauff,51012248.16912759
Chris Fuhrich,15550825.279312367
Chris Fuhrich,59390559.646647505
Chris Fuhrich,32267491.692369528
Ansgar Knauff,31422031.554567583
Nathan Tella,48948910.5591243
Patrick Wimmer,16226140.462469822
Chris Fuhrich,46138418.93121087
Rocco Reitz,8361704.646891267
Nathan Tella,-754609.8068011794
Nathan Tella,25547431.012609992
Nathan Tella,1871588.1605143026
Jeanuel Belocian,-3841576.3005582187
Ansgar Knauff,8274992.063458019
Benjamin Henrichs,11993030.750771098
Patrick Wimmer,2179267.2430020627
Patrick Wimmer,-619217.8157822601
Patrick Wimmer,18504211.42521329
Rocco Reitz,34573800.19261588
Rocco Reitz,4708510.7745077815
Chris Fuhrich,16237126.126081366
Rocco Reitz,15606626.231547823
Patrick Wimmer,19941018.435249783
Patrick Wimmer,31508234.003830455
Rocco Reitz,17091763.51329793
Nathan Tella,18139972.81998612
Jeanuel Belocian,-4213364.555718342
Rocco Reitz,17014364.60867021
Rocco Reitz,22266602.7757594
Nathan Tella,-4559917.531075189
Emi Buendia,7351287.5604702
Chris Fuhrich,4874649.006937447
El Bilal Toure,8823050.725182872
Ansgar Knauff,31594158.916983083
Ansgar Knauff,-641135.8914444279
Benjamin Henrichs,13681683.191907084
Ansgar Knauff,18816809.871175453
Benjamin Henrichs,8280430.565762025
Ansgar Knauff,23813040.531264544
Patrick Wimmer,12197388.114330709
Nathan Tella,-6065886.833907545
El Bilal Toure,6695259.798943554
Patrick Wimmer,27676531.803569168
Nathan Tella,13302533.055793948
Ansgar Knauff,24457244.05621817
Rocco Reitz,29572118.633411936
Chris Fuhrich,1185014.2802672721
Ansgar Knauff,7156184.277739178
Chris Fuhrich,31858354.1360357
Jeanuel Belocian,990129.0214724522
Ansgar Knauff,9929026.049629785
El Bilal Toure,21228989.03995792
Patrick Wimmer,-762599.9420838151
Chris Fuhrich,49755893.809078075
Ansgar Knauff,35060135.23223996
Emi Buendia,1532408.58417165
Chris Fuhrich,1589991.0757676577
Rocco Reitz,20770018.03345152
Chris Fuhrich,11272625.17391817
Patrick Wimmer,26992475.53747757
Patrick Wimmer,39871133.90482622
Benjamin Henrichs,7174865.735824024
Ansgar Knauff,-800015.9584855177
Nathan Tella,34380073.134220384
Chris Fuhrich,278971.46814864315
Emi Buendia,29319288.919508114
Chris Fuhrich,14368072.089168724
El Bilal Toure,25937004.8702892
Patrick Wimmer,13010842.420948256
Emi Buendia,13621606.895517584
Rocco Reitz,11126840.120823795
Nathan Tella,6003731.1618277775
Ansgar Knauff,2509574.9705645405
Ansgar Knauff,13583410.91719348
Chris Fuhrich,35114654.13497405
Chris Fuhrich,8639439.786218563
Benjamin Henrichs,2450015.528580345
Ansgar Knauff,9391803.035982285
Benjamin Henrichs,-1634785.323613556
Jeanuel Belocian,-786757.032659689
Emi Buendia,5701717.960406007
Chris Fuhrich,36011618.25649885
Rocco Reitz,25318862.52812024
Rocco Reitz,8319825.438107404
Chris Fuhrich,30524434.893019624
El Bilal Toure,14473847.040660232
Rocco Reitz,9968659.952051727
Ansgar Knauff,45228487.15887701
Patrick Wimmer,-117490.07315768488
Ansgar Knauff,7613710.123910511
Nathan Tella,2827481.9035102166
Benjamin Henrichs,1434522.4754721886
Patrick Wimmer,-4463563.697150553
El Bilal Toure,7131823.543803252
Nathan Tella,-3041356.471368039
Ansgar Knauff,22377451.083203726
Emi Buendia,-3127720.9637073483
Benjamin Henrichs,16343317.71333417
Nathan Tella,-6287369.965915035
Chris Fuhrich,3615960.5181165086
Ansgar Knauff,26853229.4868607
Rocco Reitz,19337722.986606974
Rocco Reitz,12339969.281091455
Ansgar Knauff,16385856.898114089
Patrick Wimmer,19552763.027994353
Patrick Wimmer,52979070.036141
Chris Fuhrich,34832393.27406873
El Bilal Toure,4645426.205109058
Chris Fuhrich,21952063.598399647
Patrick Wimmer,27560430.038514957
Chris Fuhrich,32600535.442362122
Patrick Wimmer,38972336.24034041
Patrick Wimmer,16673583.678714756
Patrick Wimmer,7962240.395542125
Ansgar Knauff,18692387.919986792
Nathan Tella,-474307.63157880865
Amadou Haidara,16909386.11799431
Amadou Haidara,6953386.489020961
Amadou Haidara,9870488.574922353
Amadou Haidara,14901998.780095939
Amadou Haidara,24210321.884867907
Amadou Haidara,11035007.313069958
Amadou Haidara,5866082.171518969
Amadou Haidara,38512692.49976693
Amadou Haidara,9975207.649412805
Amadou Haidara,35418985.064639285
Amadou Haidara,9974084.91263282
Amadou Haidara,34626564.72820469
Amadou Haidara,5156555.4107992165
Amadou Haidara,909023.2766446713
Amadou Haidara,12977442.49609774
Amadou Haidara,5127012.844795361
Amadou Haidara,26044864.649129413
Amadou Haidara,11871398.346627908
Amadou Haidara,3526015.4395069126
Amadou Haidara,25622741.332174808
Amadou Haidara,14067965.791829046
Amadou Haidara,30171071.829817787
Amadou Haidara,38010703.40536252
Amadou Haidara,-5160082.175531616
Amadou Haidara,22473347.892564237
Amadou Haidara,28976080.99131973
Amadou Haidara,11853254.238134835
Amadou Haidara,8270708.037681639
Diogo Leite,25274861.57438202
Tim Kleindienst,1940926.0840244805
Tim Kleindienst,37416029.26044861
Romano Schmid,24744787.175136134
Romano Schmid,31256979.36251624
Jean Matteo Bahoya,-6992955.596378017
Diogo Leite,6680513.583911784
Romano Schmid,48363513.76101076
Romano Schmid,29974699.617019393
Romano Schmid,-2859004.492511425
Lovro Majer,-3828810.611789152
Romano Schmid,22401501.26479265
Jean Matteo Bahoya,2792340.6303308373
Tim Kleindienst,45233807.92748905
Tim Kleindienst,34957730.382165514
Romano Schmid,22171041.93963335
Jean Matteo Bahoya,8004555.979361119
Diogo Leite,3020200.3646215666
Jean Matteo Bahoya,13978852.175458426
Romano Schmid,45881133.51257092
Romano Schmid,25425091.545057878
Tim Kleindienst,16798392.830366626
Jean Matteo Bahoya,403336.66466982476
Diogo Leite,24595787.186201565
Diogo Leite,13088171.104873782
Diogo Leite,4160793.291679578
Diogo Leite,-2178002.2072911337
Tim Kleindienst,9555010.829260267
Jean Matteo Bahoya,4410224.673336509
Martin Terrier,-1094507.4536100682
Romano Schmid,12371050.59125179
Tim Kleindienst,11668580.27078312
Tim Kleindienst,16741034.429346178
Tim Kleindienst,2776460.1855506254
Martin Terrier,-7380741.289662175
Jean Matteo Bahoya,8428974.466318805
Diogo Leite,2803420.8125197515
Tim Kleindienst,18342452.612247303
Romano Schmid,4813808.829777367
Diogo Leite,13112906.781525144
Diogo Leite,35056302.217614606
Jean Matteo Bahoya,23836362.207055677
Diogo Leite,4672123.8736633845
Tim Kleindienst,57460954.403960176
Lovro Majer,31844625.434885733
Tim Kleindienst,-1000894.9567016996
Diogo Leite,8519721.775231302
Lovro Majer,36953544.69389968
Romano Schmid,49477074.74169475
Tim Kleindienst,21957902.51511937
Jean Matteo Bahoya,13905894.160738485
Tim Kleindienst,4224243.751723496
Tim Kleindienst,15408293.83607016
Tim Kleindienst,40639757.70818153
Romano Schmid,4000512.3467486138
Diogo Leite,967057.8387238346
Tim Kleindienst,3752176.506685594
Jean Matteo Bahoya,17245415.72327214
Diogo Leite,15860384.219890175
Diogo Leite,15711382.98357183
Romano Schmid,33820564.247148335
Diogo Leite,17947995.178782612
Diogo Leite,10627914.172346564
Jean Matteo Bahoya,-12517978.126667801
Jean Matteo Bahoya,2679994.7590339687
Jean Matteo Bahoya,-2698410.419416588
Romano Schmid,48343125.04771716
Tim Kleindienst,49665881.04674584
Romano Schmid,27905985.82631009
Jean Matteo Bahoya,857892.1966375764
Tim Kleindienst,1768965.4101009741
Martin Terrier,-943550.9800900761
Tim Kleindienst,35737218.56189865
Diogo Leite,-9540240.896862023
Diogo Leite,22626472.80544785
Diogo Leite,42975212.33160046
Tim Kleindienst,7903950.868495075
Diogo Leite,18112357.346440647
Jean Matteo Bahoya,-7312615.65413411
Tim Kleindienst,46750957.78286294
Romano Schmid,39356829.87576093
Romano Schmid,12696352.692516502
Lovro Majer,8897273.54754827
Martin Terrier,-6862130.322891796
Romano Schmid,29460574.325688824
Martin Terrier,6079274.939459924
Jean Matteo Bahoya,-2874985.22703065
Martin Terrier,-7556590.394370001
Jean Matteo Bahoya,-132168.13735689968
Romano Schmid,19138953.461004198
Jean Matteo Bahoya,13887520.568051998
Romano Schmid,13602769.37789734
Romano Schmid,23233443.3342366
Lovro Majer,-999099.4481072836
Jean Matteo Bahoya,5183688.895876535
Jean Matteo Bahoya,29966230.4930567
Jean Matteo Bahoya,26647677.383145776
Diogo Leite,5357845.875934446
Martin Terrier,1247090.2525765784
Tim Kleindienst,40222052.50567281
Romano Schmid,22447061.537203822
Romano Schmid,59597229.30932749
Tim Kleindienst,29444887.53545636
Jean Matteo Bahoya,1062293.8934576996
Tim Kleindienst,37577521.924420625
Tim Kleindienst,46506382.506758384
Romano Schmid,17554103.628016677
Diogo Leite,5318261.920464254
Lovro Majer,15435523.903618444
Tim Kleindienst,40440816.89728548
Romano Schmid,18309349.72780303
Lovro Majer,4111476.657723833
Martin Terrier,13672024.543038566
Martin Terrier,13435817.96436451
Diogo Leite,13195924.418221686
Tim Kleindienst,71266136.76577055
Martin Terrier,17603388.79038308
Martin Terrier,43729900.20427107
Martin Terrier,24930975.7686474
Romano Schmid,33699803.993270494
Jean Matteo Bahoya,11982281.391004322
Diogo Leite,9700553.091793032
Lovro Majer,3223498.601265561
Diogo Leite,17156081.107294973
Diogo Leite,22869997.196371734
Diogo Leite,32111659.855734706
Tim Kleindienst,17141375.602241814
Romano Schmid,36604711.68748821
Martin Terrier,10801538.782444697
Romano Schmid,4404693.475041835
Jean Matteo Bahoya,-457649.43953930214
Romano Schmid,12365929.39595542
Romano Schmid,31907287.94760593
Lovro Majer,2786801.0628784727
Diogo Leite,973289.7987929359
Martin Terrier,1414799.314813855
Romano Schmid,79213854.59890547
Tim Kleindienst,2007934.8798225094
Tim Kleindienst,8699859.668446278
Diogo Leite,22911760.396758206
Martin Terrier,11269606.787971418
Sacha Boey,16251733.868984379
Amine Adli,-3228116.5451621655
Adam Hlozek,1614087.9387379568
Noah Atubolu,8230311.713616982
Amine Adli,18121831.449048266
Robin Koch,14599936.467902008
Amine Adli,12628071.885937687
El Chadaille Bitshiabu,4077913.4216575297
El Chadaille Bitshiabu,13903331.44617269
El Chadaille Bitshiabu,10027829.572626807
Can Uzun,13477347.669736555
Nicolas Seiwald,5778439.7888165
Carney Chukwuemeka,20221956.319878727
Noah Atubolu,12197093.298850233
Noah Atubolu,19473721.9101885
Waldemar Anton,15644602.844414588
Nicolas Seiwald,3850578.124003672
Robin Koch,8118358.099273844
Adam Hlozek,21998153.589609195
Robin Koch,29594624.762880918
Can Uzun,6222577.290176399
Robin Koch,36396069.246242285
Nicolas Seiwald,11892185.574789526
Noah Atubolu,7174894.529302917
Nicolas Seiwald,13904665.482394144
Amine Adli,-3600415.120507313
Nicolas Seiwald,18209353.843176086
Nicolas Seiwald,18989240.362879567
Can Uzun,6086965.9955993965
Waldemar Anton,26495733.571992956
Waldemar Anton,26584707.16392839
Nicolas Seiwald,18963226.426115695
El Chadaille Bitshiabu,31825420.119107936
Waldemar Anton,3900249.35370644
El Chadaille Bitshiabu,25912363.137394182
Nicolas Seiwald,6894339.779672558
Waldemar Anton,9298864.494855292
Adam Hlozek,-13573721.617022105
Sacha Boey,11078207.146311436
Noah Atubolu,32901996.60502964
El Chadaille Bitshiabu,25288178.82227216
Amine Adli,36713941.053115934
Adam Hlozek,-4883017.885029767
Adam Hlozek,62307896.583197184
Adam Hlozek,5878550.113914516
Noah Atubolu,19511610.900152422
Can Uzun,21795838.286958497
Robin Koch,16828260.92981966
Robin Koch,22465377.73602557
Nicolas Seiwald,20997792.802266777
Robin Koch,19857470.56793946
Noah Atubolu,14789425.495648034
Nicolas Seiwald,-4266028.27684251
Noah Atubolu,9237203.424776206
Sacha Boey,-2533693.9195018113
Carney Chukwuemeka,28174530.823462516
Waldemar Anton,34837827.28057702
El Chadaille Bitshiabu,-5039847.111386577
Sacha Boey,8567101.135102497
Adam Hlozek,-7879547.999966696
Nicolas Seiwald,13869102.982812185
Noah Atubolu,33181952.35477241
Waldemar Anton,21258088.082032148
Amine Adli,24548245.7516404
Robin Koch,7977923.188626364
Waldemar Anton,37578942.242978886
Waldemar Anton,16362799.939695515
Robin Koch,40284769.35596903
Adam Hlozek,2810511.827160673
Can Uzun,17973835.249056097
Can Uzun,12123914.255045706
El Chadaille Bitshiabu,20402705.76747979
Robin Koch,1696750.7044103686
Nicolas Seiwald,18044477.262241583
Can Uzun,1803348.4698481932
Nicolas Seiwald,41601656.84671046
Noah Atubolu,15989951.616939623
Noah Atubolu,17209819.25222972
Sacha Boey,15356035.993180865
Sacha Boey,4778094.6681480985
Amine Adli,16932222.615581617
Adam Hlozek,8719257.199260645
Adam Hlozek,-6619641.761995159
El Chadaille Bitshiabu,23575815.9090326
Nicolas Seiwald,22770034.107596464
Nicolas Seiwald,13590668.057702258
El Chadaille Bitshiabu,14079862.11597896
Robin Koch,17127833.87842184
Can Uzun,9920525.154427053
Adam Hlozek,1703954.7198586063
Noah Atubolu,16973028.120443355
Noah Atubolu,20250630.775263637
Adam Hlozek,11053459.794747222
El Chadaille Bitshiabu,-3038848.639352143
Nicolas Seiwald,14506521.49495406
Robin Koch,40098579.073312424
Adam Hlozek,9842920.732838389
Carney Chukwuemeka,20151404.58048271
Waldemar Anton,5928091.2379352115
Waldemar Anton,32232123.73042531
Amine Adli,14726581.577972542
Can Uzun,7364707.2014693
Sacha Boey,-3907493.6100467555
Nicolas Seiwald,14461855.688272765
Waldemar Anton,39473046.92090964
Carney Chukwuemeka,17927288.550594486
Robin Koch,18417600.266614094
Adam Hlozek,-11095671.978716567
Can Uzun,26213226.370615628
Can Uzun,12135246.955803294
Adam Hlozek,14169630.984506
Robin Koch,15568750.023568548
Nicolas Seiwald,30356502.02051379
Adam Hlozek,6532779.411862176
Sacha Boey,14230553.085608598
Sacha Boey,-448585.51733559
El Chadaille Bitshiabu,16935815.290993504
Amine Adli,2112072.943393031
Waldemar Anton,18189601.9936753
Robin Koch,22413557.376176286
Waldemar Anton,34853379.91237364
Carney Chukwuemeka,21775924.567295462
Robin Koch,22314508.666599903
Robin Koch,18341225.608289663
Amine Adli,12809286.657310594
Can Uzun,10090881.24141927
El Chadaille Bitshiabu,-4235593.20115201
Amine Adli,-2445402.577105541
Waldemar Anton,48847276.92902101
Noah Atubolu,22030181.75748977
Robin Koch,37140671.667087816
Waldemar Anton,15547134.280092988
Robin Koch,35715758.626189336
Adam Hlozek,19506373.47038351
Waldemar Anton,51073423.31186952
Noah Atubolu,13523933.38066747
Adam Hlozek,35630435.29942467
Can Uzun,10156796.045167536
Adam Hlozek,-12607130.543494534
Robin Koch,-1125818.1547411345
Noah Atubolu,41889039.34859117
Nicolas Seiwald,20192227.43718807
Robin Koch,12998383.041393165
Carney Chukwuemeka,10742934.638630465
Adam Hlozek,19619516.022169083
Waldemar Anton,7590076.088380218
Robin Koch,14325593.9650879
Nicolas Seiwald,22996285.10779795
Nicolas Seiwald,3660679.5252296515
Nicolas Seiwald,10634174.354470221
Amine Adli,6819919.302523144
Can Uzun,43148754.78463134
Robin Koch,41701747.74719696
Waldemar Anton,23693252.17833029
Sacha Boey,17341881.845282957
Robin Koch,30599555.893268168
Waldemar Anton,75605316.32337445
Can Uzun,6778304.108106959
Adam Hlozek,52550418.90691105
Adam Hlozek,6154554.022250563
Carney Chukwuemeka,7324528.2451081425
Waldemar Anton,19634944.506999664
El Chadaille Bitshiabu,5457288.431749549
Nicolas Seiwald,8994918.01350775
Amine Adli,19995677.784290403
El Chadaille Bitshiabu,3388957.290714088
Noah Atubolu,11278216.768782763
Sacha Boey,5983148.2541475445
Noah Atubolu,19346997.702513855
Robin Koch,3415058.193315992
Noah Atubolu,18978620.2860959
El Chadaille Bitshiabu,-2062176.165679764
Nicolas Seiwald,29692594.811007008
Adam Hlozek,-21054868.317561388
Carney Chukwuemeka,12015593.099826345
Waldemar Anton,5271822.397330336
Adam Hlozek,22324857.56262879
Noah Atubolu,20474445.432244778
Amine Adli,4994924.467841871
Nicolas Seiwald,9756758.113913232
Adam Hlozek,7801304.80219022
Waldemar Anton,73378035.58882709
Noah Atubolu,19514811.77652336
El Chadaille Bitshiabu,8361107.113600524
Can Uzun,39451636.83256212
Nicolas Seiwald,18245402.652256608
El Chadaille Bitshiabu,-934968.0382428132
Sacha Boey,34554472.885334045
Noah Atubolu,14658997.234949764
Nicolas Seiwald,4287997.362405722
Sacha Boey,-2474698.5118593425
El Chadaille Bitshiabu,18020723.304128524
Robin Koch,30878307.44104971
Carney Chukwuemeka,19542849.67572772
Amine Adli,10722458.406074079
El Chadaille Bitshiabu,-5062844.610849654
Adam Hlozek,17990598.486812312
Robin Koch,16533407.963830475
Waldemar Anton,31363054.710688923
Can Uzun,32253438.07548657
Nicolas Seiwald,-612798.3471048959
Robin Koch,21856939.789801933
Nicolas Seiwald,32335676.79860756
Noah Atubolu,7511283.420495084
Waldemar Anton,34952297.2990462
El Chadaille Bitshiabu,-5791521.292454034
Carney Chukwuemeka,6837253.7964973245
Noah Atubolu,14076155.554634213
Can Uzun,28124827.01250673
Robin Koch,10559534.405480092
Amine Adli,-1779958.348163996
Can Uzun,28878118.714292347
Noah Atubolu,17142317.142437514
Noah Atubolu,30428607.412384916
Can Uzun,16919520.190739714
Amine Adli,11694629.994629571
Amine Adli,-1757911.4301915318
Robin Koch,5839603.241679646
Adam Hlozek,14797898.653739158
Amine Adli,7998753.5068166265
Amine Adli,19435974.574521746
Waldemar Anton,19526934.74578305
Nicolas Seiwald,7648658.386397928
DanAxel Zagadou,-1972134.1803720705
Adrian Beck,17574850.217974324
Tim Skarke,6713589.548293848
Fabio Chiarodia,868601.5020068362
Adrian Beck,-5549961.855613468
Peter Gulacsi,36171795.95463391
Peter Gulacsi,32318900.980962418
Tim Skarke,15812863.863877237
Peter Gulacsi,48885912.103059225
Tim Skarke,21466554.446431067
Finn Ole Becker,2347470.4171432927
Tim Skarke,12371296.319012435
Dennis Geiger,17297151.885789923
Tim Skarke,2264679.8544880524
Jackson Irvine,30976722.28681784
Mads Pedersen,2212307.936842245
Finn Ole Becker,5515942.399188489
Mathias Honsak,1404957.7800047323
Maximilian Bauer,7933607.88924044
Mathias Honsak,27029107.63577977
Peter Gulacsi,55686867.36213438
Tim Siersleben,3707791.938333935
Dennis Geiger,16906036.272374038
Dennis Geiger,8302176.76139942
Steve Mounie,8271459.635953778
Lukas Hradecky,8803999.167354282
Florian Grillitsch,15196889.335063443
Florian Grillitsch,19618779.993437447
Finn Ole Becker,31356524.67700509
Mathias Honsak,-6738963.001901057
Budu Zivzivadze,-1919902.2752564251
Budu Zivzivadze,18858037.825584847
Jackson Irvine,15674626.158002036
Fabio Chiarodia,2485778.0372991487
Steve Mounie,-3668449.907354649
Lukas Hradecky,2179232.991380535
Pascal Stenzel,4257081.2567885155
Florian Grillitsch,14776762.14573596
Lukas Hradecky,16329946.371198323
Tim Skarke,6424142.409101183
Mathias Honsak,11539489.668214848
Mathias Honsak,-1990295.9710467625
Jackson Irvine,19506006.647097588
Tim Skarke,9789336.025457384
Dennis Geiger,13797774.647778481
Adrian Beck,4371192.276162136
Adrian Beck,17265500.544877578
Adrian Beck,19947362.576179937
Peter Gulacsi,39085609.379388824
Lukas Hradecky,31656827.81877605
Maximilian Bauer,1373999.2447043695
Dennis Geiger,15895940.105496528
Dennis Geiger,1467843.3060150025
Tim Siersleben,8483442.056219133
Fabio Chiarodia,1968806.0212021228
Finn Ole Becker,1467843.3060150025
Fabio Chiarodia,-552545.389163509
Peter Gulacsi,39672107.8970193
Budu Zivzivadze,-1278719.5688677877
Tim Skarke,12805326.897108845
Tim Siersleben,2142394.1684035547
